cbsa_code,cbsa,top5_80,top5_90,top5_00,top5_10,top5_20
30940,"London, KY",,,,,
30980,"Longview, TX",,,,,
31020,"Longview, WA",Hillside Acres | Columbia Valley Gardens | Olympic East | Olympic West | Old West Side,Saint Helens | Olympic West | Olympic East | Hillside Acres | Old West Side,Hillside Acres | Columbia Valley Gardens | Olympic East | Olympic West | Old West Side,Hillside Acres | Columbia Valley Gardens | Olympic East | Olympic West | Old West Side,Olympic West | Hillside Acres | Columbia Valley Gardens | Olympic East | Old West Side
31060,"Los Alamos, NM",,,,,
31080,"Los Angeles-Long Beach-Anaheim, CA",Venice | San Pedro | Ocean Park | Panorama City | Olde Torrance,East Side | Mid City | East Central | Atwater Village | Traffic Circle,South Los Angeles | Southeast Los Angeles | El Sereno | North Central | Central City,Hollywood | Koreatown | Mid City | North Hollywood | Downtown,South Los Angeles | Southeast Los Angeles | Van Nuys | Pacoima | El Sereno
31140,"Louisville/Jefferson County, KY-IN",Brownsboro Zorn | Okolona | Highview | Hayfield Dundee | Valley Station,Old Louisville | Highlands | Brownsboro Zorn | Hayfield Dundee | Valley Station,Irish Hill | Highlands | Brownsboro Zorn | Hayfield Dundee | Valley Station,Old Louisville | Phoenix Hill | Irish Hill | Park Duvalle | Valley Station,Okolona | Germantown | Old Louisville | Schnitzelburg | Smoketown Jackson
31180,"Lubbock, TX",North By Northwest | Maedgen Area | Preston Smith | Wheelock & Monterey | West End,South Overton | Tech Terrace | Wheelock & Monterey | Maedgen Area | West End,Wheelock & Monterey | Maedgen Area | Baylees-Atkins | Preston Smith | West End,Wheelock & Monterey | Baylees-Atkins | Preston Smith | Maedgen Area | West End,Slaton-Bean | Jackson-Mahon | Wheelock & Monterey | Maedgen Area | West End
31220,"Ludington, MI",,,,,
31260,"Lufkin, TX",,,,,
31300,"Lumberton, NC",,,,,
31340,"Lynchburg, VA",,,,,
31380,"Macomb, IL",,,,,
31420,"Macon-Bibb County, GA",,,,,
31460,"Madera, CA",,,,,
31500,"Madison, IN",,,,,
31540,"Madison, WI",Dudgeon-Monroe | Greenbush | Sauk Creek | North Lake Mendota | Lake Edge,North Lake Mendota | Emerson East | Sauk Creek | Lake Edge | Dudgeon-Monroe,Capitol | Marquette | North Lake Mendota | Lake Edge | Dudgeon-Monroe,Bay Creek | Tenney-Lapham | North Lake Mendota | Lake Edge | Dudgeon-Monroe,Schenk-Atwood-Starkweather-Yahar | Lake Edge | Sauk Creek | North Lake Mendota | Dudgeon-Monroe
31580,"Madisonville, KY",,,,,
31620,"Magnolia, AR",,,,,
31660,"Malone, NY",,,,,
31680,"Malvern, AR",,,,,
31700,"Manchester-Nashua, NH",North End | Straw/Smyth | Hanover Hill | Wellington | Southeast Manchester,North End | Straw/Smyth | Hanover Hill | Wellington | Southeast Manchester,Hallsville | Piscataquog | North End | Wellington | Southeast Manchester,North End | Straw/Smyth | Hanover Hill | Wellington | Southeast Manchester,Northwest Manchester | Wellington | Hanover Hill | North End | Southeast Manchester
31740,"Manhattan, KS",,,,,
31820,"Manitowoc, WI",,,,,
31860,"Mankato, MN",,,,,
31900,"Mansfield, OH",,,,,
31930,"Marietta, OH",,,,,
31940,"Marinette, WI-MI",,,,,
31980,"Marion, IN",Sunnywest | Historic Marion | Westside/West Point | Center City,Sunnywest | Historic Marion | Westside/West Point | Center City,Sunnywest | Historic Marion | Westside/West Point | Center City,Sunnywest | Historic Marion | Westside/West Point | Center City,Westside/West Point | Sunnywest | Historic Marion | Center City
32000,"Marion, NC",,,,,
32020,"Marion, OH",,,,,
32100,"Marquette, MI",,,,,
32140,"Marshall, MN",,,,,
32180,"Marshall, MO",,,,,
32260,"Marshalltown, IA",,,,,
32280,"Martin, TN",,,,,
32300,"Martinsville, VA",,,,,
32340,"Maryville, MO",,,,,
32380,"Mason City, IA",,,,,
32420,"MayagŸez, PR",,,,,
32460,"Mayfield, KY",,,,,
32500,"Maysville, KY",,,,,
32540,"McAlester, OK",,,,,
32580,"McAllen-Edinburg-Mission, TX",,,,,
32620,"McComb, MS",,,,,
32660,"McMinnville, TN",,,,,
32700,"McPherson, KS",,,,,
32740,"Meadville, PA",,,,,
32780,"Medford, OR",,,,,
32820,"Memphis, TN-MS-AR",Downtown | Hickory Ridge-South Riverdale | East Memphis-Colonial-Yorkshire | Cordova-Appling | Shelby Forest-Frayser,Midtown | Hickory Ridge-South Riverdale | East Memphis-Colonial-Yorkshire | Cordova-Appling | Shelby Forest-Frayser,Downtown | Midtown | Cordova-Appling | Hickory Ridge-South Riverdale | Shelby Forest-Frayser,Downtown | East Memphis-Colonial-Yorkshire | Cordova-Appling | Hickory Ridge-South Riverdale | Shelby Forest-Frayser,Berclair-Highland Heights | Downtown | White Haven-Coro Lake | Midtown | Shelby Forest-Frayser
32860,"Menomonie, WI",,,,,
32900,"Merced, CA",,,,,
32940,"Meridian, MS",,,,,
33020,"Mexico, MO",,,,,
33060,"Miami, OK",,,,,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",North-East Coconut Grove | South-West Coconut Grove | Rio Vista | Victoria Park | Bermuda Riviera,Flamingo Lummus | Northwest Pompano | Rio Vista | Victoria Park | Bermuda Riviera,Flamingo Lummus | North-East Coconut Grove | Tarpon River | Upper Eastside | South-West Coconut Grove,Flamingo Lummus | South-West Coconut Grove | Middle River Terrace | Dorsey-Riverbend | Downtown,Little Havana | Allapattah | Wynwood - Edgewater | North Shore | Little Haiti
33140,"Michigan City-La Porte, IN",,,,,
33180,"Middlesborough, KY",,,,,
33220,"Midland, MI",,,,,
33260,"Midland, TX",,,,,
33300,"Milledgeville, GA",,,,,
33340,"Milwaukee-Waukesha, WI",Cambridge Heights | Riverside Park | Honey Creek Parkway | Juneau Town | Calumet Farms,Lower East Side | Juneau Town | Menomonee River Hills East | Honey Creek Parkway | Calumet Farms,Lower East Side | Juneau Town | Menomonee River Hills East | Honey Creek Parkway | Calumet Farms,Riverwest | Bay View | Harambee | Brewer's Hill | Triangle,Merrill Park | Timmerman West | Capitol Heights | Clock Tower Acres | Midtown
33380,"Minden, LA",,,,,
33420,"Mineral Wells, TX",,,,,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Summit-University | Loring Park | East Calhoun | Lowry Hill East | St Anthony West,Calhoun | Summit-University | East Bank-Nicollet Island | Macalester-Groveland | Bryn Mawr,Merriam Park | Macalester-Groveland | Marcy Holmes | Whittier | North Loop,Windom Park | West 7th | Seward | Sumner-Glenwood | Loring Park,Summit-University | Central | Ventura Village | Webber-Camden | Harrison
33500,"Minot, ND",Bel-Air | Oak Park,Bel-Air | Oak Park,Bel-Air | Oak Park,Bel-Air | Oak Park,Bel-Air | Oak Park
33540,"Missoula, MT",University District | Miller Creek | Northside | South 39th Street | Franklin to the Fort,University District | Miller Creek | Northside | South 39th Street | Franklin to the Fort,University District | Miller Creek | Northside | South 39th Street | Franklin to the Fort,Riverfront | South 39th Street | Northside | University District | Franklin to the Fort,Heart of Missoula | South 39th Street | Northside | University District | Franklin to the Fort
33580,"Mitchell, SD",,,,,
33620,"Moberly, MO",,,,,
33660,"Mobile, AL",Spring Valley | Riverside | Brookwood | Overlook | Lourdes,Hillsdale | Overlook | Brookwood | Spring Valley | Lourdes,Washington Square | Dauphin Acres | Spring Valley | Overlook | Lourdes,Spring Valley | Riverside | Brookwood | Overlook | Lourdes,Gorgas | North Crichton | Hillsdale | South Crichton | Carver
33700,"Modesto, CA",,,,,
33740,"Monroe, LA",Lamyville | Midtown | North Monroe | South Riverfront | Garden District,University Area | South Riverfront | North Monroe | Lamyville | Garden District,Lamyville | Midtown | North Monroe | South Riverfront | Garden District,Lamyville | Midtown | North Monroe | South Riverfront | Garden District,Lamyville | South Riverfront | Midtown | North Monroe | Garden District
33780,"Monroe, MI",,,,,
33860,"Montgomery, AL",Downtown | Centennial Hill | Sayre Street District,Downtown | Centennial Hill | Sayre Street District,Downtown | Centennial Hill | Sayre Street District,Downtown | Centennial Hill | Sayre Street District,Downtown | Centennial Hill | Sayre Street District
33940,"Montrose, CO",,,,,
33980,"Morehead City, NC",,,,,
34020,"Morgan City, LA",,,,,
34060,"Morgantown, WV",Woodburn | First Ward,Woodburn | First Ward,Woodburn | First Ward,Woodburn | First Ward,Woodburn | First Ward
34100,"Morristown, TN",,,,,
34140,"Moscow, ID",,,,,
34180,"Moses Lake, WA",,,,,
34220,"Moultrie, GA",,,,,
34260,"Mountain Home, AR",,,,,
34300,"Mountain Home, ID",,,,,
34340,"Mount Airy, NC",,,,,
34350,"Mount Gay-Shamrock, WV",,,,,
34380,"Mount Pleasant, MI",,,,,
34420,"Mount Pleasant, TX",,,,,
34460,"Mount Sterling, KY",,,,,
34500,"Mount Vernon, IL",,,,,
34540,"Mount Vernon, OH",,,,,
34580,"Mount Vernon-Anacortes, WA",Kulshan Creek,Kulshan Creek,Kulshan Creek,Kulshan Creek,Kulshan Creek
34620,"Muncie, IN",Thomas Park/Avondale | Southside | Anthony | Norwood | Carlton-Ludingwood,Thomas Park/Avondale | Southside | Anthony | Norwood | Carlton-Ludingwood,Thomas Park/Avondale | Southside | Anthony | Norwood | Carlton-Ludingwood,Old West End | East Central | Industry | Norwood | Carlton-Ludingwood,East Central | Norwood | Anthony | Thomas Park/Avondale | Carlton-Ludingwood
34660,"Murray, KY",,,,,
34700,"Muscatine, IA",,,,,
34740,"Muskegon, MI",,,,,
34780,"Muskogee, OK",,,,,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",,,,,
34860,"Nacogdoches, TX",,,,,
34900,"Napa, CA",Pueblo Park | Vintage | Browns Valley South | Bel Aire | Browns Valley East,Pueblo Park | Vintage | Browns Valley South | Bel Aire | Browns Valley East,Pueblo Park | Vintage | Browns Valley South | Bel Aire | Browns Valley East,Pueblo Park | Vintage | Browns Valley South | Bel Aire | Browns Valley East,Von Uhlit Ranch | Mcpherson | Pueblo Park | Bel Aire | Browns Valley East
34940,"Naples-Marco Island, FL",Old Naples | Moorings | Sun Terrace | Park Shore | Royal Harbor,Park Shore | Old Naples | Moorings | Sun Terrace | Royal Harbor,Old Naples | Moorings | Sun Terrace | Park Shore | Royal Harbor,Old Naples | Moorings | Sun Terrace | Park Shore | Royal Harbor,Old Naples | Moorings | Sun Terrace | Park Shore | Royal Harbor
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Citizens Protecting Revitalization | Tulip Grove | Brick Church Bellshire | Whispering Hills | Cane Ridge Farms,Melrose | Historic Waverly Place | Shepherd Hills | Sylvan Park | Cane Ridge Farms,Melrose | Sylvan Park | Lockeland Springs | Tulip Grove | Cane Ridge Farms,Eastwood | Inglewood (Riverwood) | Southside | Shelby Hills | McFerrin Park,Southside | Glencliff | Hickory Bend | Woodbine | Heron Walk
35020,"Natchez, MS-LA",,,,,
35060,"Natchitoches, LA",,,,,
35100,"New Bern, NC",James City,James City,James City,James City,James City
35140,"Newberry, SC",,,,,
35220,"New Castle, IN",,,,,
35260,"New Castle, PA",,,,,
35300,"New Haven-Milford, CT",Westville | Beaver Hills | Mill River | East Rock | East Shore,Westville | Beaver Hills | Mill River | East Rock | East Shore,Downtown | East Rock | Mill River | Westville | East Shore,Mill River | East Rock | Beaver Hills | Westville | East Shore,Hill | Dixwell | Westville | East Rock | East Shore
35380,"New Orleans-Metairie, LA",East Riverside | Marigny | West Riverside | St. Anthony | Little Woods,Leonidas | West Riverside | Dillard | Fairgrounds | Central City,Central City | Marigny | Lower Garden District | Bywater | Little Woods,Seventh Ward | Milan | Bywater | East Riverside | Mid-City,Seventh Ward | Lower 9th Ward | Mid-City | St. Claude | Central City
35420,"New Philadelphia-Dover, OH",,,,,
35440,"Newport, OR",,,,,
35460,"Newport, TN",,,,,
35580,"New Ulm, MN",,,,,
35620,"New York-Newark-Jersey City, NY-NJ-PA",Park Slope | Fort Greene | Carroll Gardens | Prospect Heights | Gowanus,Astoria | Sunset Park | East Village | Park Slope | Gowanus,Bedford Stuyvesant | Williamsburg | East New York | Crown Heights | Harlem,Bushwick | Crown Heights | Bedford Stuyvesant | Williamsburg | Harlem,Bushwick | East New York | Flatbush | Hamilton Heights | Coney Island
35660,"Niles, MI",,,,,
35700,"Nogales, AZ",,,,,
35740,"Norfolk, NE",,,,,
35820,"North Platte, NE",,,,,
35840,"North Port-Sarasota-Bradenton, FL",Bayou Oaks | Gateway/ Waterway | Park East | Cherokee Park | The Island,Bayou Oaks | Gateway/ Waterway | Park East | Cherokee Park | The Island,Hudson Bayou | 5 Points | Bayou Oaks | Cherokee Park | The Island,Central Cocoanut | Cherokee Park | Park East | Bayou Oaks | The Island,Bayou Oaks | Cherokee Park | Gateway/ Waterway | Park East | The Island
35860,"North Vernon, IN",,,,,
35900,"North Wilkesboro, NC",,,,,
35940,"Norwalk, OH",,,,,
35980,"Norwich-New London, CT",Bean Hill | Norwichtown | Pawcatuck | Mystic,Bean Hill | Norwichtown | Pawcatuck | Mystic,Bean Hill | Norwichtown | Pawcatuck | Mystic,Bean Hill | Norwichtown | Pawcatuck | Mystic,Bean Hill | Norwichtown | Pawcatuck | Mystic
36020,"Oak Harbor, WA",,,,,
36100,"Ocala, FL",,,,,
36140,"Ocean City, NJ",,,,,
36220,"Odessa, TX",,,,,
36260,"Ogden-Clearfield, UT",East Central | North End | Shadow Valley | Downtown | East Bench,East Central | Downtown | North End | Shadow Valley | East Bench,East Central | North End | Shadow Valley | Downtown | East Bench,East Central | North End | Shadow Valley | Downtown | East Bench,East Central | North End | Shadow Valley | Downtown | East Bench
36300,"Ogdensburg-Massena, NY",,,,,
36340,"Oil City, PA",,,,,
36380,"Okeechobee, FL",,,,,
36420,"Oklahoma City, OK",Adventure District | Crown Heights | Mayfair | I-240 Corridor | Meridian Avenue Corridor,Adventure District | Crown Heights | Mayfair | I-240 Corridor | Meridian Avenue Corridor,Edgemere Heights | I-240 Corridor | Mayfair | Adventure District | Meridian Avenue Corridor,Asia District | I-240 Corridor | Mayfair | Adventure District | Meridian Avenue Corridor,Meridian Avenue Corridor | Asia District | Classen Ten Penn | Adventure District | I-240 Corridor
36460,"Olean, NY",,,,,
36500,"Olympia-Lacey-Tumwater, WA",Downtown | North East | Eastside | South Westside,Downtown | North East | Eastside | South Westside,North East | Eastside | Downtown | South Westside,South Westside | Downtown | North East | Eastside,Downtown | North East | Eastside | South Westside
36540,"Omaha-Council Bluffs, NE-IA",Elkhorn | South End | Twin City | Casino Row | Downtown,Casino Row | West End | Twin City | South End | Downtown,Casino Row | West End | Twin City | South End | Downtown,Casino Row | West End | Twin City | South End | Downtown,Casino Row | West End | Twin City | South End | Downtown
36580,"Oneonta, NY",,,,,
36620,"Ontario, OR-ID",,,,,
36660,"Opelousas, LA",,,,,
36700,"Orangeburg, SC",,,,,
36740,"Orlando-Kissimmee-Sanford, FL",Metro West | Bryn Mawr | Eagles Nest | Lake Como | Engelwood Park,Metro West | Bryn Mawr | Eagles Nest | Lake Como | Engelwood Park,Airport North | Metro West | Lawsona-Fern Creek | Orlando Executive Airport | Colonialtown North,Baldwin Park | Millenia | Metro West | Lake Como | Engelwood Park,Engelwood Park | South Semoran | Eagles Nest | Metro West | Lake Como
36780,"Oshkosh-Neenah, WI",Middle Village | Algoma Park | Stevens Park | Menominee South,Middle Village | Algoma Park | Stevens Park | Menominee South,Middle Village | Algoma Park | Stevens Park | Menominee South,Middle Village | Algoma Park | Stevens Park | Menominee South,Stevens Park | Middle Village | Algoma Park | Menominee South
36820,"Oskaloosa, IA",,,,,
36830,"Othello, WA",,,,,
36837,"Ottawa, IL",,,,,
36840,"Ottawa, KS",,,,,
36900,"Ottumwa, IA",,,,,
36940,"Owatonna, MN",,,,,
36980,"Owensboro, KY",Northwest Side | Southeast | Dogwood Azalea | Midtown East | Wesleyan-Shawnee,Northwest Side | Southeast | Dogwood Azalea | Midtown East | Wesleyan-Shawnee,Northwest Side | Southeast | Dogwood Azalea | Midtown East | Wesleyan-Shawnee,Northwest Side | Southeast | Dogwood Azalea | Midtown East | Wesleyan-Shawnee,Northwest Side | Midtown East | Southeast | Dogwood Azalea | Wesleyan-Shawnee
37060,"Oxford, MS",,,,,
37100,"Oxnard-Thousand Oaks-Ventura, CA",Olivas | Serra | Downtown | Newbury Park | Windsor North River Ridge,Olivas | Serra | Downtown | Newbury Park | Windsor North River Ridge,Midtown | South Bank | Downtown | West Village | Windsor North River Ridge,Olivas | Serra | Downtown | Newbury Park | Windsor North River Ridge,Kamala Park | Bryce Canyon North | The Avenue | Sierra Linda | Wilson
37120,"Ozark, AL",,,,,
37140,"Paducah, KY-IL",,,,,
37220,"Pahrump, NV",,,,,
37260,"Palatka, FL",,,,,
37300,"Palestine, TX",,,,,
37340,"Palm Bay-Melbourne-Titusville, FL",South Patrick Shores | Angel City,South Patrick Shores | Angel City,South Patrick Shores | Angel City,South Patrick Shores | Angel City,South Patrick Shores | Angel City
37420,"Pampa, TX",,,,,
37460,"Panama City, FL",Cedar Grove | Pretty Bayou | Lower Grand Lagoon | Upper Grand Lagoon | Cedar Grove,Cedar Grove | Pretty Bayou | Lower Grand Lagoon | Upper Grand Lagoon | Cedar Grove,Cedar Grove | Pretty Bayou | Lower Grand Lagoon | Upper Grand Lagoon | Cedar Grove,Cedar Grove | Pretty Bayou | Lower Grand Lagoon | Upper Grand Lagoon | Cedar Grove,Cedar Grove | Pretty Bayou | Lower Grand Lagoon | Upper Grand Lagoon | Cedar Grove
37500,"Paragould, AR",,,,,
37540,"Paris, TN",,,,,
37580,"Paris, TX",,,,,
37620,"Parkersburg-Vienna, WV",,,,,
37660,"Parsons, KS",,,,,
37740,"Payson, AZ",,,,,
37770,"Pearsall, TX",,,,,
37780,"Pecos, TX",,,,,
37800,"Pella, IA",,,,,
37860,"Pensacola-Ferry Pass-Brent, FL",Walden | Woodland Heights | Goulding | Walden | Renz-anna Villa,Walden | Woodland Heights | Goulding | Walden | Renz-anna Villa,Goulding | Walden | Woodland Heights | Walden | Renz-anna Villa,Downtown | Walden | Goulding | Walden | Renz-anna Villa,Renz-anna Villa | East Downtown | Goulding | Walden | Walden
37900,"Peoria, IL",East Bluff | West Bluff | Downtown Peoria | North Valley,East Bluff | West Bluff | Downtown Peoria | North Valley,East Bluff | West Bluff | Downtown Peoria | North Valley,Downtown Peoria | East Bluff | West Bluff | North Valley,East Bluff | West Bluff | Downtown Peoria | North Valley
37940,"Peru, IN",,,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Spruce Hill | Queen Village | Spring Garden | Logan Square | Trinity Vicinity,Bella Vista | Hilltop | Trolley Square | Triangle | Trinity Vicinity,Graduate Hospital | Germantown East | Price's Run | Rosedale | Pennypack,Logan Square | Roxborough | Graduate Hospital | Spruce Hill | Cedar Park,Point Breeze | West Kensington | Allegheny West | Kingesessing | Cobbs Creek
38060,"Phoenix-Mesa-Chandler, AZ",South Mountain | Paradise Valley | Maryvale | Estrella | South Scottsdale,Paradise Valley | Deer Valley | Central City | Camelback East | South Mountain,Camelback East | Deer Valley | Alhambra | Paradise Valley | South Scottsdale,Central City | Encanto | South Mountain | Superstition Springs | South Scottsdale,Maryvale | Central City | Alhambra | Deer Valley | Encanto
38100,"Picayune, MS",,,,,
38180,"Pierre, SD",,,,,
38220,"Pine Bluff, AR",,,,,
38240,"Pinehurst-Southern Pines, NC",,,,,
38260,"Pittsburg, KS",,,,,
38300,"Pittsburgh, PA",Allegheny Center | Point Breeze | North Oakland | Squirrel Hill South | Overbrook,Oakland | Central Northside | Bloomfield | Mount Washington | Manchester,Southside Flats | Crawford Roberts | Squirrel Hill South | Point Breeze | Overbrook,Bloomfield | Central Lawrenceville | Central Business District | Mount Washington | Garfield,East Liberty | Bloomfield | Garfield | Fine View | Mount Washington
38340,"Pittsfield, MA",Morning Side | Westside,Morning Side | Westside,Morning Side | Westside,Morning Side | Westside,Morning Side | Westside
38380,"Plainview, TX",,,,,
38420,"Platteville, WI",,,,,
38460,"Plattsburgh, NY",,,,,
38500,"Plymouth, IN",,,,,
38540,"Pocatello, ID",,,,,
38580,"Point Pleasant, WV-OH",,,,,
38620,"Ponca City, OK",,,,,
38660,"Ponce, PR",,,,,
38700,"Pontiac, IL",,,,,
38740,"Poplar Bluff, MO",,,,,
38780,"Portales, NM",,,,,
38820,"Port Angeles, WA",Lincoln Park | Mount Angeles | Peabody Creek | Cherry Hill | Airport,Lincoln Park | Mount Angeles | Peabody Creek | Cherry Hill | Airport,Mount Angeles | Cherry Hill | Peabody Creek | Lincoln Park | Airport,Lincoln Park | Mount Angeles | Peabody Creek | Cherry Hill | Airport,Lincoln Park | Mount Angeles | Peabody Creek | Cherry Hill | Airport
38860,"Portland-South Portland, ME",Nasons Corner | Riverton | North Deering | Ocean Avenue | West End,West End | Nasons Corner | Riverton | North Deering | Ocean Avenue,East End | West Bayside | West End | Nasons Corner | Ocean Avenue,East End | Ocean Avenue | North Deering | Nasons Corner | West End,East Bayside-India Street | Ocean Avenue | North Deering | Nasons Corner | West End
38900,"Portland-Vancouver-Hillsboro, OR-WA",Northwest | Downtown | Glenfair | Goose Hollow | Lents,Hayden Island | Downtown | Forest Park - Linnton | Denny Whitford - Raleigh West | Corbett-Terwilliger-Lair Hill,Richmond | Sellwood-Moreland | Kerns | Mount Tabor | Sunnyside,Cully | Overlook | King | Humboldt | Creston-Kenilworth,St.Johns | Lents | Hazelwood | Montavilla | Foster-Powell
38920,"Port Lavaca, TX",,,,,
38940,"Port St. Lucie, FL",Stypmann | St. Lucie Estates/Broadway | Indian River Estates | Fort Pierce North | Lakewood Park,Stypmann | St. Lucie Estates/Broadway | Indian River Estates | Fort Pierce North | Lakewood Park,Stypmann | St. Lucie Estates/Broadway | Indian River Estates | Fort Pierce North | Lakewood Park,Stypmann | St. Lucie Estates/Broadway | Indian River Estates | Fort Pierce North | Lakewood Park,Stypmann | St. Lucie Estates/Broadway | Indian River Estates | Fort Pierce North | Lakewood Park
39020,"Portsmouth, OH",,,,,
39060,"Pottsville, PA",,,,,
39100,"Poughkeepsie-Newburgh-Middletown, NY",Firthcliffe,Firthcliffe,Firthcliffe,Firthcliffe,Firthcliffe
39150,"Prescott Valley-Prescott, AZ",Dexter,Dexter,Dexter,Dexter,Dexter
39220,"Price, UT",,,,,
39260,"Prineville, OR",,,,,
39300,"Providence-Warwick, RI-MA",Fox Point | Maplewood | Corky Row | Flint | Sandy Beach,Mount Hope | Maplewood | Corky Row | Flint | Sandy Beach,West End | Sandy Beach | Federal Hill | Corky Row | Merchants,Flint | Highlands | Corky Row | Maplewood | Sandy Beach,West End | Wanskuck | Corky Row | Sandy Beach | Maplewood
39340,"Provo-Orem, UT",Foothills | Cherry Hill | Windsor | Timpview | Orem,Foothills | Cherry Hill | Windsor | Timpview | Orem,Foothills | Cherry Hill | Windsor | Timpview | Orem,Foothills | Cherry Hill | Windsor | Timpview | Orem,Geneva Heights | Cherry Hill | Carterville | Franklin | Suncrest
39380,"Pueblo, CO",,,,,
39420,"Pullman, WA",,,,,
39460,"Punta Gorda, FL",,,,,
39500,"Quincy, IL-MO",,,,,
39540,"Racine, WI",Downtown | Douglas Avenue | Live Towerview | Tichigan,Downtown | Douglas Avenue | Live Towerview | Tichigan,Downtown | Douglas Avenue | Live Towerview | Tichigan,Downtown | Douglas Avenue | Live Towerview | Tichigan,Live Towerview | Downtown | Douglas Avenue | Tichigan
39580,"Raleigh-Cary, NC",Central | West Raleigh | North Raleigh | Glenwood | Six Forks,Five Points | Glenwood | Northwest Raleigh | North Raleigh | Six Forks,Five Points | West Raleigh | Hillsborough | Mordecai | Six Forks,Central | East Raleigh | North Raleigh | Glenwood | Six Forks,Northeast Raleigh | South Central | Southwest Raleigh | West Raleigh | Central
39660,"Rapid City, SD",,,,,
39700,"Raymondville, TX",,,,,
39740,"Reading, PA",,,,,
39780,"Red Bluff, CA",,,,,
39820,"Redding, CA",,,,,
39860,"Red Wing, MN",,,,,
39900,"Reno, NV",South Reno | East Reno | South Central | Northwest | Southwest,South Reno | East Reno | South Central | Northwest | Southwest,North Valleys | Northwest | South Central | South Reno | Southwest,Old Northwest - West University | Northeast | East Reno | Southwest | Northwest,East Reno | Northeast | South Reno | Northwest | Southwest
39940,"Rexburg, ID",,,,,
39980,"Richmond, IN",,,,,
40060,"Richmond, VA",City Center | Beaufont | The Museum District | Windsor Farms | Carillon,The Museum District | Chimborazo | City Center | VCU | The Fan,Church Hill | Manchester | Windsor Farms | Beaufont | Carillon,City Center | Byrd Park | Church Hill | Beaufont | Carillon,Brookland Park | Hollywood Cemetery | Windsor Farms | Beaufont | Carillon
40080,"Richmond-Berea, KY",,,,,
40100,"Rio Grande City-Roma, TX",,,,,
40140,"Riverside-San Bernardino-Ontario, CA",Presidential Park | Arlington Heights | Ramona | Airport | Mission Grove,Presidential Park | Arlington Heights | Ramona | Airport | Mission Grove,Mount Vernon | Magnolia Center | University | Roosevelt | Eastside,Ridgeline | Eastside | Presidential Park | Airport | Mission Grove,Arlanza | Roosevelt | Eastside | East Valley | Hunter Industrial Park
40180,"Riverton, WY",,,,,
40220,"Roanoke, VA",Mill Mountain | Westview Terrace | South Roanoke | Franklin Colonial | Grandin Court,Old Southwest | Franklin Colonial | South Roanoke | Mill Mountain | Grandin Court,Mill Mountain | Westview Terrace | South Roanoke | Franklin Colonial | Grandin Court,Raleigh Court | Old Southwest | Downtown | Franklin Colonial | Grandin Court,Harrison | Hurt Park | Villa Heights | Franklin Colonial | Grandin Court
40260,"Roanoke Rapids, NC",,,,,
40300,"Rochelle, IL",,,,,
40340,"Rochester, MN",Kutzky Park | Manor Park | Historic Southwest | Cimarron | Elton Hills,Kutzky Park | Manor Park | Historic Southwest | Cimarron | Elton Hills,Kutzky Park | Manor Park | Historic Southwest | Cimarron | Elton Hills,Kutzky Park | Manor Park | Historic Southwest | Cimarron | Elton Hills,Kutzky Park | Manor Park | Historic Southwest | Cimarron | Elton Hills
40380,"Rochester, NY",Corn Hill | Browncroft | East Avenue | 19th Ward | Highland,South Wedge | Ellwanger-Barry | Pearl-Meigs-Monroe | Culver-Winton | Atlantic-University,19th Ward | East Avenue | Corn Hill | Browncroft | Highland,Ellwanger-Barry | South Wedge | Pearl-Meigs-Monroe | Browncroft | Highland,N. Marketview Heights | Charles House Area Council | Lyell-Otis | B.E.S.T | Highland
40420,"Rockford, IL",,,,,
40460,"Rockingham, NC",,,,,
40530,"Rockport, TX",,,,,
40540,"Rock Springs, WY",,,,,
40580,"Rocky Mount, NC",,,,,
40620,"Rolla, MO",,,,,
40660,"Rome, GA",,,,,
40700,"Roseburg, OR",,,,,
40740,"Roswell, NM",,,,,
40760,"Ruidoso, NM",,,,,
40780,"Russellville, AR",,,,,
40820,"Ruston, LA",,,,,
40860,"Rutland, VT",,,,,
40900,"Sacramento-Roseville-Folsom, CA",Diamond Oaks | South Cirby | Kaseberg-Kingswood | Stoneridge | Blue Oaks,Central District | Historic Folsom | Briggs Ranch | Diamond Oaks | Blue Oaks,Midtown - Winn Park Capital Avenue | Elmhurst | Southside Park | New Era Park | Prospect Park,Southside Park | Downtown | College-Glen | Tahoe Park | Boulevard Park,Cordova Vineyards | Cherry Glen | Cordova Meadows | South Natomas | Valley High-North Laguna
40940,"Safford, AZ",,,,,
40980,"Saginaw, MI",Northwest | Southwest | Adams Boulevard | Saginaw High | Northmoor,Northwest | Southwest | Adams Boulevard | Saginaw High | Northmoor,Northwest | Southwest | Adams Boulevard | Saginaw High | Northmoor,Northwest | Southwest | Adams Boulevard | Saginaw High | Northmoor,Southwest | Northmoor | Houghton Jones | Northwest | Saginaw High
